sleep_hours,daily_exercise_mins,screen_time_hours,diet_quality,stress_level,productivity,mood
6.95,17,4.26,5,5,5.11,4.3
8.87,3,8.46,5,7,3.95,4.95
5.27,14,2.69,5,8,3.47,3.57
3.4,6,3.7,8,7,3.55,4.02
4.89,6,5.56,7,9,2.87,4.47
3.0,35,2.61,3,9,3.69,2.04
10.17,10,7.86,9,5,8.1,7.23
7.32,12,4.01,8,7,5.5,5.04
5.61,37,5.12,6,6,4.26,4.89
7.68,2,4.04,4,7,4.97,4.45
7.28,18,6.04,4,7,5.22,3.17
7.93,17,1.87,9,5,5.87,6.65
8.81,11,7.14,8,5,6.16,5.96
6.57,35,4.46,8,7,4.21,5.94
5.68,57,5.32,6,7,4.95,3.98
8.24,13,2.52,8,3,5.67,7.22
8.2,12,4.67,4,7,4.92,4.31
7.15,14,2.06,4,5,4.44,5.34
10.27,26,6.35,8,7,6.4,8.21
6.34,22,1.42,4,7,6.0,3.07
5.65,5,4.31,6,8,4.29,3.48
7.63,1,3.22,3,7,4.59,3.65
5.99,60,0.87,1,8,3.8,3.76
7.74,6,2.13,4,4,3.79,5.22
5.75,20,4.9,5,8,3.66,3.64
6.4,35,2.21,4,6,4.3,5.39
9.84,7,2.66,7,5,6.73,7.24
6.39,20,4.75,8,5,5.75,6.61
5.8,2,5.83,7,8,4.6,5.25
8.76,70,5.32,4,7,6.11,6.46
5.42,1,3.91,7,5,3.93,4.41
5.96,12,4.44,4,9,5.23,3.23
7.86,15,4.24,9,5,4.96,5.6
8.41,31,1.93,6,4,5.1,6.54
8.83,3,4.56,4,8,4.95,4.98
5.88,12,1.91,6,6,4.01,5.5
7.89,7,5.23,6,6,5.17,5.03
6.3,7,4.27,7,8,4.17,6.01
6.09,30,0.5,3,7,4.64,4.39
8.8,0,5.96,5,7,4.89,4.77
6.18,28,2.96,7,6,4.82,5.38
7.42,33,2.79,7,5,5.81,7.26
7.23,46,5.91,10,5,7.9,6.71
5.39,20,3.67,8,4,5.3,5.59
8.45,8,5.19,5,7,3.94,5.39
7.84,11,2.69,9,5,4.91,6.94
4.02,70,5.61,7,6,4.35,5.08
7.42,43,4.39,8,6,6.12,6.62
5.84,12,4.81,7,3,6.26,5.75
8.65,57,3.64,9,7,7.3,7.16
4.83,35,7.26,8,7,4.15,6.32
6.47,46,7.74,7,7,4.1,4.62
7.54,23,0.5,5,7,5.0,5.54
7.08,39,5.85,5,8,4.6,4.55
8.14,44,1.84,4,4,5.33,4.85
4.72,2,5.02,6,8,4.3,3.78
9.48,67,0.5,8,4,6.71,6.69
7.79,8,4.81,7,5,5.39,5.83
9.04,12,2.33,5,6,5.71,5.75
8.31,31,3.08,8,4,5.32,6.9
6.98,22,3.14,4,8,4.63,4.29
5.07,45,2.53,7,5,5.93,5.31
6.15,10,2.59,9,5,6.24,5.31
9.38,9,3.2,4,4,5.51,5.22
9.08,1,3.69,6,6,4.76,4.98
6.07,12,4.65,5,9,3.39,3.17
3.0,26,7.72,9,10,3.71,2.56
6.68,7,2.11,10,4,6.34,7.42
6.57,12,4.25,7,5,4.51,6.42
6.63,5,5.55,8,7,5.31,3.94
7.79,30,2.58,8,5,5.72,6.57
8.31,1,0.5,7,4,5.8,5.31
8.49,24,0.5,5,5,6.2,5.35
7.67,10,0.5,5,6,3.4,5.1
4.3,1,7.08,5,10,3.01,2.72
6.49,38,5.23,3,7,3.99,4.88
10.46,13,5.51,8,6,5.73,8.94
7.56,18,5.96,4,7,5.82,3.48
7.55,26,2.85,7,7,4.76,6.39
7.54,21,8.61,5,7,5.13,5.13
7.62,26,4.67,6,7,5.67,5.28
3.43,29,3.85,7,7,4.46,3.61
6.64,18,6.22,9,7,4.62,4.13
6.94,9,5.33,8,7,5.75,5.85
8.92,6,6.67,6,4,5.09,5.93
7.07,47,6.79,6,9,3.21,5.03
4.53,70,3.29,4,6,4.34,4.86
7.65,9,4.37,7,7,5.36,5.88
5.79,2,2.18,6,6,5.17,4.73
5.17,5,0.74,4,8,3.28,4.4
5.75,22,5.67,7,7,6.03,4.96
7.81,4,5.91,9,5,5.89,6.3
8.89,30,0.5,6,4,6.97,7.45
7.72,51,2.57,5,6,6.01,5.57
7.95,66,4.11,5,6,5.98,4.36
7.71,0,4.3,7,6,6.18,6.29
7.15,63,8.09,4,8,4.39,5.29
8.05,27,2.75,6,5,6.12,5.73
3.37,2,3.66,5,7,3.33,4.39
7.17,11,5.3,7,6,5.14,4.99
5.43,24,3.3,7,6,4.47,5.05
8.74,63,2.99,4,5,5.76,6.81
6.78,4,2.83,7,6,6.15,5.1
7.05,3,4.47,7,6,5.62,5.01
4.74,13,3.65,6,8,4.37,4.24
8.53,69,5.36,5,7,5.2,6.35
7.94,71,4.71,5,7,5.07,4.56
7.84,5,0.5,6,5,5.02,6.58
5.78,8,0.5,4,8,4.99,4.92
5.84,48,3.0,5,7,5.34,5.81
7.34,27,5.96,6,8,3.77,3.64
5.96,72,2.7,5,8,5.61,5.79
7.65,45,4.75,8,5,7.02,6.43
3.76,5,5.2,6,7,3.85,3.57
6.27,29,5.08,5,7,5.65,4.29
9.7,1,2.91,7,4,5.56,6.34
7.66,34,1.7,5,5,5.65,5.95
7.25,18,1.38,5,5,6.21,5.36
9.98,63,9.94,5,9,5.92,5.67
3.5,64,4.91,2,8,4.5,1.02
5.78,1,7.68,2,7,2.65,2.6
6.4,3,2.33,4,7,3.51,4.39
8.29,13,6.5,4,6,4.27,2.91
8.31,42,3.05,7,5,5.99,6.94
5.7,34,3.94,8,5,7.05,5.34
8.5,67,3.43,7,6,5.9,6.11
6.4,19,2.24,3,8,3.82,3.94
8.82,6,2.27,3,7,3.9,3.82
5.45,1,3.92,7,7,4.07,3.71
6.82,5,2.83,6,6,5.06,5.67
6.26,22,4.25,3,6,2.51,4.59
8.58,52,2.32,4,5,5.54,5.2
6.22,8,5.41,4,7,3.33,4.7
6.94,42,3.08,9,4,6.54,7.38
7.76,10,7.27,7,8,5.8,3.63
7.82,7,3.9,5,8,4.38,5.48
8.33,14,3.8,6,5,5.68,5.7
7.32,12,7.21,6,8,4.26,5.66
6.37,49,3.01,6,7,5.84,6.01
6.48,13,3.19,9,5,5.6,6.1
7.04,6,2.6,9,5,6.67,6.52
7.37,37,4.41,9,3,6.66,7.21
6.78,134,2.53,7,4,8.02,7.81
7.03,21,5.55,5,8,4.85,4.91
4.72,6,3.91,4,9,3.39,3.0
8.0,5,5.68,4,8,5.04,4.1
7.27,1,5.45,8,5,6.73,5.38
8.5,2,2.98,4,7,5.94,4.86
7.0,49,2.53,6,7,7.07,7.72
4.39,2,3.34,4,9,3.15,3.6
6.46,13,4.02,6,7,4.91,6.7
6.7,24,4.67,4,7,4.14,5.34
8.11,38,4.89,7,7,5.05,5.55
3.89,4,3.94,6,9,3.97,3.87
7.06,12,2.64,5,6,3.08,4.96
7.77,6,2.83,4,7,4.91,4.71
6.01,6,5.04,6,8,5.28,4.76
7.11,7,2.7,6,6,5.66,8.13
6.06,18,5.12,5,7,4.86,5.08
5.91,0,5.19,5,8,2.61,3.83
6.39,11,7.07,5,9,5.14,3.89
5.93,4,3.04,2,7,3.24,3.43
8.03,68,3.35,6,7,6.26,5.79
5.9,17,0.5,3,6,3.89,3.77
5.65,41,2.11,4,9,4.01,4.96
9.65,4,2.09,7,5,6.83,6.14
8.44,33,5.01,6,6,6.5,4.23
4.21,11,7.61,9,6,4.44,4.37
5.85,4,5.16,5,7,4.21,4.86
7.36,29,5.98,5,7,3.97,4.6
7.49,29,2.58,6,5,6.33,6.11
4.76,110,1.6,6,6,4.01,4.24
8.74,30,3.52,8,5,5.39,5.34
8.24,3,2.75,7,5,4.08,5.3
7.72,8,2.28,8,4,5.84,6.56
9.04,12,4.44,3,8,4.51,4.17
7.68,3,1.63,7,7,5.67,5.3
7.67,31,5.65,4,7,5.44,4.57
9.34,15,3.2,7,6,5.83,5.4
8.65,58,3.91,6,6,6.37,7.22
5.74,18,4.2,5,7,3.23,5.71
7.95,15,3.07,8,6,6.32,6.77
6.0,1,6.53,3,8,3.1,4.44
7.76,3,0.79,9,3,6.26,6.94
7.71,38,6.57,7,7,5.42,5.77
4.92,94,3.31,6,7,4.63,5.46
6.82,11,5.84,6,7,4.53,4.91
7.4,33,4.4,5,7,5.87,5.69
6.35,20,5.7,7,5,5.99,4.65
7.47,64,3.76,3,5,5.26,5.72
8.21,5,4.48,1,8,3.57,5.06
6.95,16,6.2,6,8,4.1,4.57
7.34,11,4.19,5,6,4.11,4.18
9.08,16,6.66,4,9,5.47,5.74
7.71,6,4.7,3,7,4.22,4.69
7.3,14,2.53,8,7,4.22,6.09
5.56,20,3.29,9,4,4.75,5.54
8.01,2,5.78,6,6,4.35,5.65
7.5,27,1.52,6,6,3.36,5.65
8.93,25,5.59,7,5,5.49,6.42
7.07,42,3.27,7,7,3.9,6.04
4.28,11,1.42,5,8,3.99,3.49
4.45,1,4.41,8,9,4.15,3.83
8.1,12,2.6,8,4,6.91,5.46
6.14,3,2.86,7,5,5.35,4.88
7.66,21,2.75,9,5,8.16,6.32
7.17,1,4.23,7,6,4.91,5.96
6.75,9,3.22,5,6,4.27,5.5
6.86,2,4.78,6,6,5.57,2.74
5.7,0,6.02,8,5,5.13,5.2
6.98,65,5.08,4,9,4.63,4.92
6.12,111,7.61,6,6,6.28,5.34
6.44,16,8.1,3,9,4.21,3.47
6.51,5,3.42,10,5,4.63,6.39
6.66,48,1.69,7,6,5.59,5.58
8.38,51,3.42,7,5,6.6,6.59
6.81,39,4.24,3,6,2.59,3.18
8.54,16,8.45,8,5,5.27,5.54
9.31,2,3.25,7,5,6.42,6.1
8.28,2,4.56,3,7,5.08,4.0
7.8,45,2.64,7,4,5.96,5.66
7.49,42,3.31,4,7,4.11,5.39
8.3,11,1.57,6,4,5.9,5.31
7.13,8,1.07,7,7,5.22,6.87
8.48,21,6.72,6,4,5.19,5.24
7.92,33,6.13,3,8,3.32,4.12
6.46,26,3.26,6,7,4.56,4.28
8.34,19,6.13,8,6,4.71,5.28
7.14,5,1.39,6,6,4.61,5.59
6.84,6,3.65,7,5,5.23,4.66
6.29,26,4.35,7,6,4.67,5.39
7.25,32,6.53,2,7,5.36,4.6
8.49,2,4.4,8,7,5.59,5.15
8.33,4,5.09,5,6,5.65,3.86
7.53,23,3.06,5,6,5.18,6.33
7.9,10,4.53,5,8,3.85,3.73
8.91,17,6.53,8,4,5.78,6.9
6.78,19,0.77,9,6,5.86,5.14
5.33,30,6.27,7,7,4.16,5.02
8.95,33,3.58,5,7,5.47,6.13
6.21,7,1.19,10,5,5.55,5.86
5.96,16,3.47,6,5,4.95,3.79
4.31,3,6.58,5,9,3.92,2.72
7.86,37,3.04,8,4,6.96,6.0
4.57,37,4.6,6,7,4.58,3.82
5.87,7,0.77,10,7,5.79,3.39
7.88,4,0.5,4,5,4.28,4.02
8.08,1,1.85,6,7,6.03,4.8
6.02,17,6.03,9,5,4.19,5.66
6.8,2,3.9,7,8,4.58,4.39
5.69,23,6.2,5,8,3.39,4.43
6.18,23,6.32,4,9,4.24,3.31
7.4,19,2.48,4,6,6.05,5.23
6.25,42,7.13,4,8,3.86,5.06
6.63,10,2.91,8,4,6.87,6.13
4.8,47,6.0,7,7,4.31,5.28
8.7,1,5.92,7,5,5.22,5.32
7.77,2,4.13,4,5,4.27,5.46
8.19,11,4.13,5,6,5.98,4.23
8.94,18,4.64,7,7,6.6,5.84
5.76,1,4.23,8,5,4.87,5.66
6.46,17,3.22,7,8,5.37,4.94
4.16,7,3.05,6,7,3.59,4.21
11.0,44,3.24,4,5,7.07,5.51
6.78,15,6.44,8,6,4.94,6.16
8.56,18,0.82,5,8,5.93,4.47
5.14,58,3.01,3,8,4.54,2.92
8.49,29,3.35,4,7,5.4,5.88
9.79,12,3.54,7,6,4.59,7.42
6.91,13,4.59,7,5,5.87,5.73
5.48,21,1.3,1,9,4.04,2.77
6.79,4,6.05,6,6,4.87,3.98
3.66,2,5.77,4,8,3.61,2.1
6.94,7,5.35,7,6,5.04,4.94
8.23,30,3.58,7,5,5.43,5.8
6.95,6,2.52,4,7,4.32,2.57
6.57,3,3.35,6,6,5.93,5.25
7.79,5,4.12,8,5,6.07,4.62
7.91,23,5.33,8,5,5.42,5.05
4.51,19,3.84,4,8,4.19,3.08
7.13,23,4.72,8,4,6.44,6.27
10.65,8,3.13,6,5,7.23,6.59
5.0,46,4.57,5,9,3.27,4.04
6.87,12,3.5,6,7,4.36,4.11
9.91,14,4.54,7,6,7.19,6.36
8.66,59,0.5,7,6,6.36,7.64
6.23,78,4.97,8,7,3.87,5.9
7.31,22,5.08,5,6,3.76,5.49
7.0,58,5.06,6,6,6.06,3.76
5.88,16,2.03,6,7,4.34,4.88
6.89,7,2.58,6,5,4.66,5.93
6.58,8,2.26,5,9,5.49,4.79
7.17,16,4.66,9,6,5.97,6.45
5.88,19,5.32,6,9,5.01,3.72
5.09,12,2.61,6,7,4.52,4.61
6.94,43,6.63,7,7,4.97,6.26
9.57,11,6.6,8,5,5.07,6.44
7.12,6,4.28,6,8,4.35,6.28
6.5,0,4.74,5,10,3.63,3.12
8.13,71,0.64,8,3,6.3,7.47
6.76,35,2.94,9,5,6.66,6.16
9.8,19,1.5,9,4,6.6,6.15
6.99,36,2.18,4,5,5.1,5.11
8.05,33,5.03,7,5,5.5,5.94
5.87,54,5.51,6,8,4.11,3.88
7.75,10,5.6,8,5,4.68,4.68
7.41,16,4.48,9,5,5.57,6.46
6.92,2,5.05,2,9,3.23,3.41
6.25,67,0.82,6,5,5.8,5.74
6.04,84,1.42,5,5,5.23,6.26
7.42,31,3.58,5,5,5.29,5.45
7.94,12,5.19,4,5,5.02,4.32
6.81,14,3.11,5,7,5.19,6.8
7.43,11,1.28,5,6,5.89,6.6
6.94,7,2.62,5,8,5.27,4.45
7.15,15,2.13,2,8,3.23,4.01
6.7,1,0.55,6,6,5.09,3.37
7.03,96,8.45,8,7,7.09,6.69
11.0,11,6.47,5,4,5.73,6.02
7.47,52,0.5,3,7,5.91,5.12
7.97,26,0.5,6,5,6.06,4.81
7.66,7,2.39,8,4,4.99,6.7
6.61,5,1.02,6,5,6.56,3.69
8.94,109,8.77,5,8,6.43,3.64
6.56,30,2.4,4,6,4.96,5.91
8.58,6,4.72,7,5,6.04,4.27
6.5,1,2.99,6,7,4.87,3.4
5.56,24,1.67,5,6,4.23,3.72
7.55,7,6.09,5,7,5.11,4.52
5.34,5,5.31,6,7,3.92,2.41
7.8,27,3.88,6,7,4.51,4.15
5.21,23,8.76,6,9,3.28,2.89
6.52,13,4.47,4,6,3.1,3.97
4.85,57,3.09,4,9,3.82,5.32
11.0,23,7.83,5,5,5.21,6.61
4.52,45,4.81,7,7,4.2,4.71
7.01,4,7.26,7,7,3.76,4.33
8.71,7,3.92,9,7,4.97,6.2
8.55,2,0.5,4,6,6.53,4.93
8.28,7,0.88,7,7,5.75,6.15
6.52,71,6.17,3,8,4.1,4.39
9.03,66,2.82,7,6,6.11,6.46
8.37,29,4.51,3,9,4.69,4.87
7.32,15,6.27,4,8,4.24,4.34
7.36,30,4.36,7,6,5.32,4.32
6.54,16,2.28,6,5,5.43,4.19
5.64,0,3.98,5,6,4.6,3.55
8.86,14,4.21,3,7,3.13,5.64
8.97,18,3.18,7,6,6.01,6.91
5.67,6,1.23,6,6,4.99,4.67
6.77,5,3.29,7,7,4.84,5.29
6.78,6,3.81,3,7,2.92,3.71
6.95,20,1.11,7,5,5.4,5.9
7.1,3,2.16,5,7,4.6,5.28
8.42,25,2.57,7,5,6.23,6.47
5.88,11,0.5,6,6,5.52,4.36
5.73,9,4.26,4,7,4.62,3.69
8.85,33,4.47,5,4,5.61,6.01
6.31,14,2.91,4,7,4.5,3.59
5.11,10,1.26,5,5,4.37,4.67
6.27,42,4.81,4,7,5.06,4.88
6.5,9,5.09,7,6,5.54,5.15
9.33,39,4.2,4,8,5.74,6.17
8.39,14,4.08,7,4,5.83,6.45
8.72,5,5.19,10,5,7.39,7.43
8.23,19,3.81,6,6,5.89,5.0
8.42,7,2.16,3,5,4.62,5.9
5.97,3,3.86,10,6,5.67,6.38
6.7,2,3.22,7,5,4.74,5.27
5.52,6,3.86,6,7,4.68,4.82
6.68,27,5.77,5,7,4.8,4.65
8.03,36,1.6,4,7,5.06,5.82
7.2,40,4.35,5,6,4.35,5.02
8.97,6,1.49,5,3,6.29,5.65
5.29,22,2.16,5,6,4.65,4.09
7.75,5,7.15,7,7,4.11,5.92
5.13,19,4.91,8,7,5.26,5.31
7.14,44,4.32,6,6,5.18,7.2
8.11,1,0.68,7,6,4.96,5.86
6.68,84,3.53,10,5,7.23,5.75
7.83,35,0.5,4,7,4.5,5.5
5.56,29,4.07,3,8,2.55,3.77
4.5,24,1.51,7,7,4.76,4.85
7.84,29,5.12,5,8,4.29,4.81
9.62,104,4.32,5,7,6.6,6.37
5.51,29,1.57,6,6,5.94,5.41
8.83,9,4.76,8,6,6.81,6.72
7.07,19,8.19,6,6,4.58,4.38
5.0,8,3.59,2,9,2.87,2.69
5.3,70,5.76,7,5,4.0,6.58
7.02,46,0.5,6,8,4.64,6.38
6.39,17,4.94,4,8,4.79,4.27
5.03,30,2.86,3,8,4.44,3.55
4.46,48,3.46,5,6,5.76,2.3
5.73,6,5.19,2,10,2.35,2.85
7.29,17,3.51,3,9,3.96,3.55
6.99,13,0.77,4,6,3.88,3.75
6.25,30,7.05,4,8,4.0,2.88
7.3,10,1.1,8,5,6.79,6.55
8.56,25,2.32,6,7,6.05,4.54
7.59,10,4.26,7,6,5.03,5.12
6.82,2,4.27,6,7,4.68,5.0
8.39,2,4.86,3,8,3.25,5.95
5.56,3,4.27,5,5,3.71,4.34
6.66,1,6.3,6,7,4.78,4.1
6.7,15,4.98,6,7,5.71,5.92
5.14,22,1.63,7,6,4.96,5.38
6.37,3,0.5,8,6,6.71,5.63
3.89,19,4.3,7,8,5.09,3.78
9.87,18,6.93,9,5,7.3,7.89
5.59,3,1.5,7,6,4.93,6.28
9.38,10,1.9,5,5,5.71,7.14
7.06,28,4.71,8,7,4.7,4.91
7.85,0,4.97,4,8,4.1,4.57
6.27,3,6.24,7,5,3.49,4.94
7.31,110,7.28,6,7,5.19,4.96
7.98,26,4.47,4,7,5.03,3.58
8.0,12,2.15,6,8,5.22,4.69
8.16,20,2.21,5,5,6.65,6.61
6.45,37,2.91,3,6,3.4,5.87
6.28,37,6.06,6,7,6.18,4.19
4.61,8,3.0,4,9,3.57,1.0
7.78,14,5.92,6,7,5.47,5.5
8.62,20,0.95,6,4,7.19,7.78
9.42,1,4.57,7,6,6.33,6.29
7.46,58,2.5,2,7,2.59,3.52
5.85,11,5.04,4,9,5.15,3.44
4.45,9,3.49,6,6,3.84,2.82
8.56,48,5.6,10,4,6.65,8.2
4.31,3,3.13,6,7,4.63,4.39
6.49,1,3.95,5,7,3.67,4.44
6.66,23,5.62,8,5,5.85,6.12
6.9,10,3.8,5,6,3.2,3.66
7.05,29,4.12,7,7,5.25,5.13
7.21,1,5.52,6,8,4.86,5.73
3.38,10,3.85,8,6,3.75,3.41
7.02,5,0.83,7,4,4.98,6.64
3.66,27,2.86,5,8,4.38,3.45
8.1,5,0.5,3,7,4.62,3.49
6.17,12,3.5,4,6,3.76,4.55
3.76,34,4.94,7,9,4.4,5.34
5.78,49,4.25,6,6,4.37,4.63
6.14,26,6.79,6,7,3.23,5.36
8.79,11,6.57,6,6,4.18,6.12
7.29,17,4.51,5,6,4.81,4.79
7.52,23,0.5,6,7,5.18,6.25
8.77,42,5.34,6,5,5.69,6.53
6.86,44,2.46,3,9,4.52,2.97
8.13,53,5.76,5,6,3.95,4.51
8.03,33,4.63,7,5,6.27,5.92
5.07,3,5.31,7,7,3.78,5.35
9.21,28,5.0,5,7,5.45,5.33
4.87,34,8.78,7,10,4.5,5.78
8.38,42,5.04,5,6,6.46,6.28
4.72,52,1.44,4,7,3.58,3.73
7.9,14,6.14,9,7,6.45,4.72
9.79,21,3.14,5,4,6.46,6.08
6.68,0,6.69,3,7,3.56,3.92
6.62,17,7.09,5,9,4.46,4.48
7.92,13,5.24,6,7,4.72,5.63
6.51,66,1.44,8,4,5.59,5.93
9.73,46,3.08,5,6,6.82,7.05
7.29,32,6.68,7,5,5.33,4.86
6.52,1,8.0,8,8,5.96,5.97
6.19,10,4.12,5,5,5.69,3.88
5.6,24,3.45,7,5,4.21,5.33
6.06,1,1.64,6,7,5.8,5.28
6.47,5,1.67,6,5,4.94,5.53
6.27,44,4.47,6,7,5.29,4.27
6.01,3,5.4,6,8,4.49,3.6
10.15,1,1.03,5,4,5.38,5.03
5.45,17,5.66,6,7,4.04,3.39
7.22,59,6.74,6,8,6.0,4.09
7.89,36,5.26,10,5,6.8,7.94
7.95,74,7.31,7,8,4.82,7.35
6.91,28,4.71,6,6,5.79,5.58
6.64,12,4.73,5,6,3.72,5.14
7.68,59,4.69,8,7,6.73,6.81
7.4,11,6.72,5,8,5.52,4.38
6.61,9,5.08,4,7,3.4,3.73
4.66,12,2.94,4,7,4.51,3.54
6.3,34,4.85,8,7,6.03,4.13
5.28,50,4.87,8,6,6.6,5.49
6.0,9,3.58,6,8,3.56,6.18
7.05,12,6.05,5,9,3.29,4.24
7.54,46,4.18,5,7,4.71,4.86
9.67,1,5.41,10,3,6.19,7.89
6.19,31,5.02,6,8,6.56,4.27
8.16,12,2.55,7,7,5.63,4.88
7.46,9,2.04,5,7,4.93,4.26
8.94,12,2.57,6,6,6.89,7.02
7.86,11,3.84,7,4,5.37,5.58
5.49,28,7.18,9,6,5.57,4.37
4.42,53,3.91,6,7,3.39,5.08
7.47,14,4.75,7,7,5.01,5.68
6.21,36,5.75,5,8,5.63,3.87
5.53,26,3.28,6,8,5.42,4.99
5.1,8,3.17,7,6,5.01,5.38
7.24,18,6.1,6,7,4.75,4.07
9.26,22,5.14,6,3,6.18,7.07
6.39,0,2.87,5,6,4.83,4.34
7.89,10,3.18,7,4,4.46,4.66
6.85,98,4.17,6,8,6.83,4.32
5.07,20,4.66,5,8,2.8,3.42
8.1,8,6.49,6,7,4.15,5.42
5.36,6,5.06,8,5,3.53,5.79
7.03,5,2.03,6,6,5.57,4.99
6.49,10,2.43,7,7,6.45,3.84
8.34,4,4.62,7,5,4.74,6.89
5.41,3,4.29,7,6,4.2,5.81
7.59,9,2.31,4,8,4.11,4.75
5.74,19,6.11,4,7,3.34,3.55
6.23,3,0.5,5,6,4.54,4.39
3.0,1,4.67,7,7,3.57,2.3
10.14,1,0.91,6,5,6.84,6.06
7.83,6,5.76,6,7,4.93,4.03
5.85,4,3.47,6,9,3.15,4.55
5.31,15,5.5,4,9,4.45,2.97
6.26,12,3.22,5,8,5.33,5.76
8.08,8,6.65,6,7,4.59,6.31
4.16,36,0.5,6,5,5.38,3.86
6.79,14,5.76,6,7,5.54,4.37
9.66,2,2.78,3,6,5.02,5.35
5.3,7,4.75,6,9,3.64,4.39
7.12,72,4.83,2,8,5.47,4.86
10.3,75,1.22,4,5,6.51,6.44
7.95,6,5.99,4,6,5.44,2.98
7.19,4,4.79,3,7,5.81,3.74
7.76,14,4.23,5,6,5.62,4.81
6.4,13,4.77,6,8,3.47,4.79
8.95,11,4.25,8,4,5.73,7.34
6.4,15,5.67,5,10,3.31,4.88
4.06,5,3.06,5,7,4.02,4.12
6.41,2,5.67,6,6,3.14,4.57
5.55,17,5.14,6,8,4.26,4.52
6.58,54,3.66,4,6,4.33,4.24
6.61,3,7.69,7,7,3.03,5.83
8.8,24,4.9,5,6,5.35,5.18
8.04,12,4.39,5,7,3.88,5.01
7.39,7,5.15,5,7,3.97,3.21
7.0,38,3.79,10,6,6.86,6.41
5.41,12,6.4,7,8,4.17,5.39
3.73,18,3.96,5,8,4.34,3.5
7.17,12,5.64,2,8,4.28,3.28
8.19,2,1.86,3,5,5.61,6.03
6.84,18,0.5,6,5,6.29,4.62
6.2,11,4.81,5,8,3.9,3.56
7.7,2,3.23,4,7,4.35,3.41
6.88,18,3.61,6,6,4.31,6.22
9.53,0,0.5,5,5,6.05,4.42
8.85,5,7.4,5,7,4.95,4.96
8.44,30,4.21,6,6,4.85,5.4
8.14,1,6.67,4,7,4.5,4.57
5.06,21,1.21,4,8,4.59,4.86
7.99,60,4.2,4,6,5.07,4.97
7.56,4,4.82,5,7,4.74,4.49
7.91,11,4.27,3,9,4.37,3.06
7.74,17,4.47,10,7,6.52,6.87
7.68,12,1.22,8,5,6.44,6.21
11.0,19,4.63,7,6,6.27,6.86
6.89,10,2.31,4,8,2.69,5.37
8.4,3,2.76,4,7,4.34,5.09
6.29,2,4.03,3,6,3.58,2.78
8.19,27,3.3,9,3,7.7,6.38
8.41,5,3.41,8,5,5.21,8.26
7.55,38,6.25,7,6,6.61,6.46
9.5,27,3.69,6,4,6.63,5.88
5.67,1,3.21,5,8,4.58,3.25
6.27,4,3.75,7,7,4.31,3.66
7.32,7,1.78,9,7,5.07,6.65
8.32,18,4.33,7,5,7.03,5.82
7.27,33,5.44,4,7,3.89,4.14
8.93,1,4.63,5,6,4.51,5.49
6.01,6,4.07,7,5,4.03,5.79
5.29,9,5.2,4,10,2.33,2.57
7.46,4,2.89,5,6,4.98,7.57
6.88,16,4.08,9,5,6.85,5.19
7.81,13,6.8,5,7,4.81,5.14
6.96,8,3.41,3,7,4.48,3.81
6.49,15,5.22,10,5,6.53,6.26
6.89,9,5.27,8,9,3.22,6.59
7.04,8,2.48,6,6,5.22,6.06
6.54,6,5.38,6,8,4.74,3.18
6.7,16,2.79,2,7,2.95,3.74
6.39,12,4.86,5,8,4.73,3.52
8.28,4,2.75,5,6,4.79,4.7
7.29,0,4.56,6,7,4.67,3.83
10.39,3,4.26,9,5,8.18,6.02
7.24,1,4.22,7,7,5.79,5.65
6.17,11,4.54,10,6,6.13,6.5
11.0,5,2.94,3,6,5.81,5.34
7.62,11,1.67,3,7,3.83,4.1
8.49,8,4.16,8,4,5.77,6.82
7.89,15,6.21,6,6,5.24,4.64
7.93,26,5.17,7,6,4.88,3.86
7.8,13,4.89,6,7,4.48,6.2
5.35,1,2.98,6,4,4.23,5.43
7.55,0,4.37,7,6,6.78,5.55
5.01,5,2.34,6,6,5.26,5.13
6.74,11,3.15,5,8,4.51,5.06
5.91,1,4.71,10,7,4.53,6.04
7.54,8,0.5,6,5,5.55,6.53
7.5,44,7.46,6,9,4.8,3.98
7.72,2,1.33,5,7,6.16,4.16
7.43,59,7.78,7,7,6.62,6.26
6.09,39,2.32,6,5,4.59,5.45
6.61,36,2.3,2,8,4.5,4.22
8.38,40,3.2,6,5,5.51,6.33
8.6,2,3.12,4,3,4.65,6.86
5.28,3,2.79,6,6,5.33,3.95
4.7,3,3.26,6,9,4.05,4.84
5.91,2,4.18,5,7,6.12,3.5
8.57,8,2.21,8,6,5.88,5.73
8.82,35,5.68,6,8,4.77,4.49
5.61,6,6.82,5,8,3.26,4.61
7.46,6,0.5,5,5,5.24,4.44
9.75,23,7.71,5,5,4.78,5.26
7.62,2,5.55,7,6,4.92,7.69
9.13,9,4.52,5,5,4.64,4.17
8.5,7,2.85,6,4,5.25,5.9
5.63,38,4.33,5,7,3.95,4.83
6.72,14,5.79,5,7,4.77,4.63
7.05,21,9.22,7,7,4.64,6.65
7.16,3,8.38,4,8,3.71,3.77
8.37,53,0.94,7,5,6.06,7.13
7.61,8,3.58,7,6,4.32,4.72
3.0,25,4.16,8,8,3.58,5.14
5.03,62,6.69,3,10,4.55,2.92
3.72,14,3.83,8,8,3.24,5.16
7.26,14,2.49,5,6,4.69,5.26
7.36,2,4.11,3,6,3.56,4.86
7.42,10,3.23,5,6,5.21,4.37
5.56,38,5.97,7,6,4.47,4.19
8.01,3,8.78,6,8,4.74,4.29
