id,sleep_hours,daily_exercise_mins,screen_time_hours,diet_quality_1_10,stress_level_1_10,productivity_score_1_10,mood_level_1_10
14520,8.41,29,2.86,7,2,7.5,4.45
14521,7.76,17,7.2,4,7,5.11,5.65
14522,7.23,26,2.69,6,7,4.1,3.43
14523,7.48,21,5.87,4,8,3.25,5.97
14524,8.78,12,4.04,4,6,5.99,5.29
14525,8.84,10,5.43,7,6,6.14,6.72
14526,9.0,57,2.36,9,6,8.11,6.03
14527,7.06,71,3.33,5,6,5.41,5.48
14528,7.83,21,3.95,7,6,4.93,6.21
14529,9.02,4,2.74,7,5,6.25,7.12
14530,6.06,12,6.5,6,8,4.6,4.81
14531,6.52,14,2.47,5,8,3.91,4.43
14532,7.02,28,2.85,4,10,3.34,4.14
14533,8.35,22,6.72,5,9,5.18,4.71
14534,8.37,14,6.33,6,7,4.54,5.26
14535,6.65,23,7.18,5,9,5.6,3.78
14536,4.74,0,0.5,4,6,5.08,4.42
14537,7.37,30,4.4,6,6,5.84,4.68
14538,5.62,5,4.18,5,7,5.31,4.51
14539,4.77,21,2.88,7,6,5.14,4.63
14540,5.1,2,4.65,5,9,3.45,1.78
14541,7.49,2,3.36,8,7,6.62,6.78
14542,9.04,1,4.32,6,4,6.15,4.72
14543,7.06,48,10.8,5,8,4.14,4.71
14544,7.32,19,4.63,6,6,4.41,6.17
14545,8.77,9,4.72,6,7,4.85,5.37
14546,4.68,31,5.64,6,9,4.8,6.51
14547,7.78,20,4.36,7,8,5.25,5.36
14548,6.98,19,1.8,5,8,5.99,4.03
14549,7.85,13,0.71,6,7,5.84,6.96
14550,6.27,0,3.94,6,6,5.22,4.09
14551,5.77,6,3.46,1,8,2.61,3.32
14552,7.21,2,0.5,7,5,5.25,6.47
14553,9.47,22,7.26,4,10,3.65,4.68
14554,8.29,6,4.21,5,6,4.53,5.36
14555,6.24,12,6.88,5,9,3.51,3.91
14556,4.99,9,0.5,7,6,4.69,7.38
14557,4.48,3,6.92,8,8,5.57,5.75
14558,8.97,64,3.03,6,5,6.0,7.19
14559,5.57,54,6.52,6,7,5.66,5.14
14560,6.51,2,4.43,6,8,3.65,4.12
14561,8.98,35,4.91,6,4,5.68,5.25
14562,4.58,13,4.91,8,5,4.97,5.33
14563,9.24,30,3.15,10,4,7.94,8.08
14564,6.62,3,2.71,6,7,4.75,3.04
14565,5.28,3,3.28,7,6,4.52,3.9
14566,6.63,44,1.06,4,9,5.1,4.65
14567,5.92,46,3.04,5,7,4.86,4.25
14568,7.66,13,2.61,4,7,3.64,5.02
14569,6.03,41,1.01,8,4,7.11,5.83
14570,4.13,22,4.92,7,8,4.39,4.67
14571,6.67,4,4.02,5,8,4.44,5.67
14572,4.97,8,4.49,6,8,4.17,3.12
14573,7.31,3,5.39,7,7,4.01,5.37
14574,5.22,30,3.52,8,7,3.97,6.99
14575,6.27,84,2.12,7,5,7.38,5.74
14576,7.27,16,4.61,6,8,4.59,4.36
14577,6.68,21,0.5,8,5,5.82,6.73
14578,7.38,27,3.78,4,9,4.19,4.42
14579,8.02,5,5.53,3,6,4.56,5.35
14580,5.26,8,6.09,8,8,4.04,4.29
14581,6.9,11,2.94,5,7,4.37,5.22
14582,3.0,18,0.5,8,7,4.29,4.19
14583,7.37,38,0.5,9,4,6.98,6.96
14584,6.55,6,5.28,9,7,5.77,5.54
14585,5.52,13,3.29,1,9,2.94,3.89
14586,7.47,28,8.03,7,9,3.6,5.23
14587,8.76,2,1.18,5,6,6.09,4.43
14588,6.29,14,4.68,5,7,4.84,3.59
14589,5.58,3,7.32,7,7,3.35,4.8
14590,7.25,15,4.41,5,7,4.64,4.1
14591,5.0,29,0.82,7,8,4.55,5.21
14592,6.01,5,9.55,8,8,5.28,3.98
14593,8.83,38,7.16,6,8,5.85,5.36
14594,7.09,8,3.55,7,6,4.41,4.73
14595,4.18,4,5.64,5,6,5.13,3.67
14596,4.3,13,5.66,7,8,4.03,3.28
14597,7.24,42,5.28,9,5,6.72,6.28
14598,8.29,1,1.24,7,6,5.62,6.31
14599,4.57,8,4.65,6,9,3.15,3.52
14600,7.67,21,6.92,8,8,4.98,5.88
14601,9.0,9,5.01,5,6,3.96,4.38
14602,9.83,1,4.79,5,5,4.2,4.99
14603,7.5,8,2.93,5,6,4.75,4.55
14604,7.76,34,2.19,3,7,4.25,3.97
14605,3.8,69,0.85,4,8,3.87,4.13
14606,10.15,1,5.51,6,5,5.23,7.29
14607,6.14,17,3.56,6,7,6.33,4.54
14608,5.6,2,1.32,4,5,4.51,5.55
14609,6.62,23,5.95,5,10,4.13,5.08
14610,9.27,0,2.83,3,6,5.87,4.51
14611,10.31,0,2.28,10,3,8.99,7.71
14612,7.19,30,3.01,9,6,5.15,7.9
14613,8.5,2,3.61,5,7,5.27,5.55
14614,7.06,7,4.92,6,4,4.87,4.64
14615,5.44,63,2.25,4,6,5.11,5.28
14616,9.22,84,6.02,8,7,6.85,6.82
14617,6.07,4,4.97,7,8,3.93,4.93
14618,9.3,16,2.97,4,5,6.19,6.63
14619,8.95,16,3.68,4,8,4.87,5.3
14620,7.92,12,3.15,6,7,5.47,5.47
14621,9.74,52,4.13,8,4,7.67,7.14
14622,10.35,28,7.04,5,6,6.38,6.38
14623,6.74,29,3.13,8,4,5.54,5.08
14624,5.79,6,4.38,7,8,4.3,3.97
14625,4.2,11,2.6,5,9,3.33,4.49
14626,10.37,13,5.06,5,5,5.07,8.32
14627,6.34,7,4.55,7,7,4.73,5.37
14628,8.7,2,6.66,8,6,6.07,7.26
14629,5.89,3,2.34,8,6,4.45,4.89
14630,9.31,4,5.38,6,4,5.87,6.33
14631,5.95,5,6.53,7,8,5.09,2.56
14632,5.21,6,3.12,10,7,6.09,5.53
14633,6.69,6,3.75,10,6,4.61,6.91
14634,6.2,12,4.38,6,8,2.59,4.05
14635,7.89,14,3.53,3,7,4.36,4.23
14636,6.92,7,4.35,6,7,4.46,5.78
14637,7.94,48,5.35,6,6,4.7,4.88
14638,6.56,16,3.77,4,6,4.22,4.88
14639,6.0,31,3.76,6,5,4.57,3.49
14640,6.12,52,4.53,4,8,3.76,5.28
14641,10.07,4,3.2,7,5,5.74,6.36
14642,7.34,11,3.3,7,7,5.28,5.5
14643,4.02,11,2.2,7,5,2.94,5.08
14644,6.22,9,3.92,8,6,5.11,3.5
14645,7.15,0,4.9,7,8,6.9,4.01
14646,9.77,34,3.46,7,5,7.12,6.73
14647,8.54,2,2.45,8,6,5.67,5.44
14648,5.62,108,3.81,5,10,5.64,3.66
14649,10.63,30,4.79,6,7,7.19,6.95
14650,6.95,17,4.26,5,5,5.11,4.3
14651,8.87,3,8.46,5,7,3.95,4.95
14652,5.27,14,2.69,5,8,3.47,3.57
14653,3.4,6,3.7,8,7,3.55,4.02
14654,4.89,6,5.56,7,9,2.87,4.47
14655,3.0,35,2.61,3,9,3.69,2.04
14656,10.17,10,7.86,9,5,8.1,7.23
14657,7.32,12,4.01,8,7,5.5,5.04
14658,5.61,37,5.12,6,6,4.26,4.89
14659,7.68,2,4.04,4,7,4.97,4.45
14660,7.28,18,6.04,4,7,5.22,3.17
14661,7.93,17,1.87,9,5,5.87,6.65
14662,8.81,11,7.14,8,5,6.16,5.96
14663,6.57,35,4.46,8,7,4.21,5.94
14664,5.68,57,5.32,6,7,4.95,3.98
14665,8.24,13,2.52,8,3,5.67,7.22
14666,8.2,12,4.67,4,7,4.92,4.31
14667,7.15,14,2.06,4,5,4.44,5.34
14668,10.27,26,6.35,8,7,6.4,8.21
14669,6.34,22,1.42,4,7,6.0,3.07
14670,5.65,5,4.31,6,8,4.29,3.48
14671,7.63,1,3.22,3,7,4.59,3.65
14672,5.99,60,0.87,1,8,3.8,3.76
14673,7.74,6,2.13,4,4,3.79,5.22
14674,5.75,20,4.9,5,8,3.66,3.64
14675,6.4,35,2.21,4,6,4.3,5.39
14676,9.84,7,2.66,7,5,6.73,7.24
14677,6.39,20,4.75,8,5,5.75,6.61
14678,5.8,2,5.83,7,8,4.6,5.25
14679,8.76,70,5.32,4,7,6.11,6.46
14680,5.42,1,3.91,7,5,3.93,4.41
14681,5.96,12,4.44,4,9,5.23,3.23
14682,7.86,15,4.24,9,5,4.96,5.6
14683,8.41,31,1.93,6,4,5.1,6.54
14684,8.83,3,4.56,4,8,4.95,4.98
14685,5.88,12,1.91,6,6,4.01,5.5
14686,7.89,7,5.23,6,6,5.17,5.03
14687,6.3,7,4.27,7,8,4.17,6.01
14688,6.09,30,0.5,3,7,4.64,4.39
14689,8.8,0,5.96,5,7,4.89,4.77
14690,6.18,28,2.96,7,6,4.82,5.38
14691,7.42,33,2.79,7,5,5.81,7.26
14692,7.23,46,5.91,10,5,7.9,6.71
14693,5.39,20,3.67,8,4,5.3,5.59
14694,8.45,8,5.19,5,7,3.94,5.39
14695,7.84,11,2.69,9,5,4.91,6.94
14696,4.02,70,5.61,7,6,4.35,5.08
14697,7.42,43,4.39,8,6,6.12,6.62
14698,5.84,12,4.81,7,3,6.26,5.75
14699,8.65,57,3.64,9,7,7.3,7.16
14700,4.83,35,7.26,8,7,4.15,6.32
14701,6.47,46,7.74,7,7,4.1,4.62
14702,7.54,23,0.5,5,7,5.0,5.54
14703,7.08,39,5.85,5,8,4.6,4.55
14704,8.14,44,1.84,4,4,5.33,4.85
14705,4.72,2,5.02,6,8,4.3,3.78
14706,9.48,67,0.5,8,4,6.71,6.69
14707,7.79,8,4.81,7,5,5.39,5.83
14708,9.04,12,2.33,5,6,5.71,5.75
14709,8.31,31,3.08,8,4,5.32,6.9
14710,6.98,22,3.14,4,8,4.63,4.29
14711,5.07,45,2.53,7,5,5.93,5.31
14712,6.15,10,2.59,9,5,6.24,5.31
14713,9.38,9,3.2,4,4,5.51,5.22
14714,9.08,1,3.69,6,6,4.76,4.98
14715,6.07,12,4.65,5,9,3.39,3.17
14716,3.0,26,7.72,9,10,3.71,2.56
14717,6.68,7,2.11,10,4,6.34,7.42
14718,6.57,12,4.25,7,5,4.51,6.42
14719,6.63,5,5.55,8,7,5.31,3.94
14720,7.79,30,2.58,8,5,5.72,6.57
14721,8.31,1,0.5,7,4,5.8,5.31
14722,8.49,24,0.5,5,5,6.2,5.35
14723,7.67,10,0.5,5,6,3.4,5.1
14724,4.3,1,7.08,5,10,3.01,2.72
14725,6.49,38,5.23,3,7,3.99,4.88
14726,10.46,13,5.51,8,6,5.73,8.94
14727,7.56,18,5.96,4,7,5.82,3.48
14728,7.55,26,2.85,7,7,4.76,6.39
14729,7.54,21,8.61,5,7,5.13,5.13
14730,7.62,26,4.67,6,7,5.67,5.28
14731,3.43,29,3.85,7,7,4.46,3.61
14732,6.64,18,6.22,9,7,4.62,4.13
14733,6.94,9,5.33,8,7,5.75,5.85
14734,8.92,6,6.67,6,4,5.09,5.93
14735,7.07,47,6.79,6,9,3.21,5.03
14736,4.53,70,3.29,4,6,4.34,4.86
14737,7.65,9,4.37,7,7,5.36,5.88
14738,5.79,2,2.18,6,6,5.17,4.73
14739,5.17,5,0.74,4,8,3.28,4.4
14740,5.75,22,5.67,7,7,6.03,4.96
14741,7.81,4,5.91,9,5,5.89,6.3
14742,8.89,30,0.5,6,4,6.97,7.45
14743,7.72,51,2.57,5,6,6.01,5.57
14744,7.95,66,4.11,5,6,5.98,4.36
14745,7.71,0,4.3,7,6,6.18,6.29
14746,7.15,63,8.09,4,8,4.39,5.29
14747,8.05,27,2.75,6,5,6.12,5.73
14748,3.37,2,3.66,5,7,3.33,4.39
14749,7.17,11,5.3,7,6,5.14,4.99
14750,5.43,24,3.3,7,6,4.47,5.05
14751,8.74,63,2.99,4,5,5.76,6.81
14752,6.78,4,2.83,7,6,6.15,5.1
14753,7.05,3,4.47,7,6,5.62,5.01
14754,4.74,13,3.65,6,8,4.37,4.24
14755,8.53,69,5.36,5,7,5.2,6.35
14756,7.94,71,4.71,5,7,5.07,4.56
14757,7.84,5,0.5,6,5,5.02,6.58
14758,5.78,8,0.5,4,8,4.99,4.92
14759,5.84,48,3.0,5,7,5.34,5.81
14760,7.34,27,5.96,6,8,3.77,3.64
14761,5.96,72,2.7,5,8,5.61,5.79
14762,7.65,45,4.75,8,5,7.02,6.43
14763,3.76,5,5.2,6,7,3.85,3.57
14764,6.27,29,5.08,5,7,5.65,4.29
14765,9.7,1,2.91,7,4,5.56,6.34
14766,7.66,34,1.7,5,5,5.65,5.95
14767,7.25,18,1.38,5,5,6.21,5.36
14768,9.98,63,9.94,5,9,5.92,5.67
14769,3.5,64,4.91,2,8,4.5,1.02
14770,5.78,1,7.68,2,7,2.65,2.6
14771,6.4,3,2.33,4,7,3.51,4.39
14772,8.29,13,6.5,4,6,4.27,2.91
14773,8.31,42,3.05,7,5,5.99,6.94
14774,5.7,34,3.94,8,5,7.05,5.34
14775,8.5,67,3.43,7,6,5.9,6.11
14776,6.4,19,2.24,3,8,3.82,3.94
14777,8.82,6,2.27,3,7,3.9,3.82
14778,5.45,1,3.92,7,7,4.07,3.71
14779,6.82,5,2.83,6,6,5.06,5.67
14780,6.26,22,4.25,3,6,2.51,4.59
14781,8.58,52,2.32,4,5,5.54,5.2
14782,6.22,8,5.41,4,7,3.33,4.7
14783,6.94,42,3.08,9,4,6.54,7.38
14784,7.76,10,7.27,7,8,5.8,3.63
14785,7.82,7,3.9,5,8,4.38,5.48
14786,8.33,14,3.8,6,5,5.68,5.7
14787,7.32,12,7.21,6,8,4.26,5.66
14788,6.37,49,3.01,6,7,5.84,6.01
14789,6.48,13,3.19,9,5,5.6,6.1
14790,7.04,6,2.6,9,5,6.67,6.52
14791,7.37,37,4.41,9,3,6.66,7.21
14792,6.78,134,2.53,7,4,8.02,7.81
14793,7.03,21,5.55,5,8,4.85,4.91
14794,4.72,6,3.91,4,9,3.39,3.0
14795,8.0,5,5.68,4,8,5.04,4.1
14796,7.27,1,5.45,8,5,6.73,5.38
14797,8.5,2,2.98,4,7,5.94,4.86
14798,7.0,49,2.53,6,7,7.07,7.72
14799,4.39,2,3.34,4,9,3.15,3.6
14800,6.46,13,4.02,6,7,4.91,6.7
14801,6.7,24,4.67,4,7,4.14,5.34
14802,8.11,38,4.89,7,7,5.05,5.55
14803,3.89,4,3.94,6,9,3.97,3.87
14804,7.06,12,2.64,5,6,3.08,4.96
14805,7.77,6,2.83,4,7,4.91,4.71
14806,6.01,6,5.04,6,8,5.28,4.76
14807,7.11,7,2.7,6,6,5.66,8.13
14808,6.06,18,5.12,5,7,4.86,5.08
14809,5.91,0,5.19,5,8,2.61,3.83
14810,6.39,11,7.07,5,9,5.14,3.89
14811,5.93,4,3.04,2,7,3.24,3.43
14812,8.03,68,3.35,6,7,6.26,5.79
14813,5.9,17,0.5,3,6,3.89,3.77
14814,5.65,41,2.11,4,9,4.01,4.96
14815,9.65,4,2.09,7,5,6.83,6.14
14816,8.44,33,5.01,6,6,6.5,4.23
14817,4.21,11,7.61,9,6,4.44,4.37
14818,5.85,4,5.16,5,7,4.21,4.86
14819,7.36,29,5.98,5,7,3.97,4.6
14820,7.49,29,2.58,6,5,6.33,6.11
14821,4.76,110,1.6,6,6,4.01,4.24
14822,8.74,30,3.52,8,5,5.39,5.34
14823,8.24,3,2.75,7,5,4.08,5.3
14824,7.72,8,2.28,8,4,5.84,6.56
14825,9.04,12,4.44,3,8,4.51,4.17
14826,7.68,3,1.63,7,7,5.67,5.3
14827,7.67,31,5.65,4,7,5.44,4.57
14828,9.34,15,3.2,7,6,5.83,5.4
14829,8.65,58,3.91,6,6,6.37,7.22
14830,5.74,18,4.2,5,7,3.23,5.71
14831,7.95,15,3.07,8,6,6.32,6.77
14832,6.0,1,6.53,3,8,3.1,4.44
14833,7.76,3,0.79,9,3,6.26,6.94
14834,7.71,38,6.57,7,7,5.42,5.77
14835,4.92,94,3.31,6,7,4.63,5.46
14836,6.82,11,5.84,6,7,4.53,4.91
14837,7.4,33,4.4,5,7,5.87,5.69
14838,6.35,20,5.7,7,5,5.99,4.65
14839,7.47,64,3.76,3,5,5.26,5.72
14840,8.21,5,4.48,1,8,3.57,5.06
14841,6.95,16,6.2,6,8,4.1,4.57
14842,7.34,11,4.19,5,6,4.11,4.18
14843,9.08,16,6.66,4,9,5.47,5.74
14844,7.71,6,4.7,3,7,4.22,4.69
14845,7.3,14,2.53,8,7,4.22,6.09
14846,5.56,20,3.29,9,4,4.75,5.54
14847,8.01,2,5.78,6,6,4.35,5.65
14848,7.5,27,1.52,6,6,3.36,5.65
14849,8.93,25,5.59,7,5,5.49,6.42
14850,7.07,42,3.27,7,7,3.9,6.04
14851,4.28,11,1.42,5,8,3.99,3.49
14852,4.45,1,4.41,8,9,4.15,3.83
14853,8.1,12,2.6,8,4,6.91,5.46
14854,6.14,3,2.86,7,5,5.35,4.88
14855,7.66,21,2.75,9,5,8.16,6.32
14856,7.17,1,4.23,7,6,4.91,5.96
14857,6.75,9,3.22,5,6,4.27,5.5
14858,6.86,2,4.78,6,6,5.57,2.74
14859,5.7,0,6.02,8,5,5.13,5.2
14860,6.98,65,5.08,4,9,4.63,4.92
14861,6.12,111,7.61,6,6,6.28,5.34
14862,6.44,16,8.1,3,9,4.21,3.47
14863,6.51,5,3.42,10,5,4.63,6.39
14864,6.66,48,1.69,7,6,5.59,5.58
14865,8.38,51,3.42,7,5,6.6,6.59
14866,6.81,39,4.24,3,6,2.59,3.18
14867,8.54,16,8.45,8,5,5.27,5.54
14868,9.31,2,3.25,7,5,6.42,6.1
14869,8.28,2,4.56,3,7,5.08,4.0
14870,7.8,45,2.64,7,4,5.96,5.66
14871,7.49,42,3.31,4,7,4.11,5.39
14872,8.3,11,1.57,6,4,5.9,5.31
14873,7.13,8,1.07,7,7,5.22,6.87
14874,8.48,21,6.72,6,4,5.19,5.24
14875,7.92,33,6.13,3,8,3.32,4.12
14876,6.46,26,3.26,6,7,4.56,4.28
14877,8.34,19,6.13,8,6,4.71,5.28
14878,7.14,5,1.39,6,6,4.61,5.59
14879,6.84,6,3.65,7,5,5.23,4.66
14880,6.29,26,4.35,7,6,4.67,5.39
14881,7.25,32,6.53,2,7,5.36,4.6
14882,8.49,2,4.4,8,7,5.59,5.15
14883,8.33,4,5.09,5,6,5.65,3.86
14884,7.53,23,3.06,5,6,5.18,6.33
14885,7.9,10,4.53,5,8,3.85,3.73
14886,8.91,17,6.53,8,4,5.78,6.9
14887,6.78,19,0.77,9,6,5.86,5.14
14888,5.33,30,6.27,7,7,4.16,5.02
14889,8.95,33,3.58,5,7,5.47,6.13
14890,6.21,7,1.19,10,5,5.55,5.86
14891,5.96,16,3.47,6,5,4.95,3.79
14892,4.31,3,6.58,5,9,3.92,2.72
14893,7.86,37,3.04,8,4,6.96,6.0
14894,4.57,37,4.6,6,7,4.58,3.82
14895,5.87,7,0.77,10,7,5.79,3.39
14896,7.88,4,0.5,4,5,4.28,4.02
14897,8.08,1,1.85,6,7,6.03,4.8
14898,6.02,17,6.03,9,5,4.19,5.66
14899,6.8,2,3.9,7,8,4.58,4.39
14900,5.69,23,6.2,5,8,3.39,4.43
14901,6.18,23,6.32,4,9,4.24,3.31
14902,7.4,19,2.48,4,6,6.05,5.23
14903,6.25,42,7.13,4,8,3.86,5.06
14904,6.63,10,2.91,8,4,6.87,6.13
14905,4.8,47,6.0,7,7,4.31,5.28
14906,8.7,1,5.92,7,5,5.22,5.32
14907,7.77,2,4.13,4,5,4.27,5.46
14908,8.19,11,4.13,5,6,5.98,4.23
14909,8.94,18,4.64,7,7,6.6,5.84
14910,5.76,1,4.23,8,5,4.87,5.66
14911,6.46,17,3.22,7,8,5.37,4.94
14912,4.16,7,3.05,6,7,3.59,4.21
14913,11.0,44,3.24,4,5,7.07,5.51
14914,6.78,15,6.44,8,6,4.94,6.16
14915,8.56,18,0.82,5,8,5.93,4.47
14916,5.14,58,3.01,3,8,4.54,2.92
14917,8.49,29,3.35,4,7,5.4,5.88
14918,9.79,12,3.54,7,6,4.59,7.42
14919,6.91,13,4.59,7,5,5.87,5.73
14920,5.48,21,1.3,1,9,4.04,2.77
14921,6.79,4,6.05,6,6,4.87,3.98
14922,3.66,2,5.77,4,8,3.61,2.1
14923,6.94,7,5.35,7,6,5.04,4.94
14924,8.23,30,3.58,7,5,5.43,5.8
14925,6.95,6,2.52,4,7,4.32,2.57
14926,6.57,3,3.35,6,6,5.93,5.25
14927,7.79,5,4.12,8,5,6.07,4.62
14928,7.91,23,5.33,8,5,5.42,5.05
14929,4.51,19,3.84,4,8,4.19,3.08
14930,7.13,23,4.72,8,4,6.44,6.27
14931,10.65,8,3.13,6,5,7.23,6.59
14932,5.0,46,4.57,5,9,3.27,4.04
14933,6.87,12,3.5,6,7,4.36,4.11
14934,9.91,14,4.54,7,6,7.19,6.36
14935,8.66,59,0.5,7,6,6.36,7.64
14936,6.23,78,4.97,8,7,3.87,5.9
14937,7.31,22,5.08,5,6,3.76,5.49
14938,7.0,58,5.06,6,6,6.06,3.76
14939,5.88,16,2.03,6,7,4.34,4.88
14940,6.89,7,2.58,6,5,4.66,5.93
14941,6.58,8,2.26,5,9,5.49,4.79
14942,7.17,16,4.66,9,6,5.97,6.45
14943,5.88,19,5.32,6,9,5.01,3.72
14944,5.09,12,2.61,6,7,4.52,4.61
14945,6.94,43,6.63,7,7,4.97,6.26
14946,9.57,11,6.6,8,5,5.07,6.44
14947,7.12,6,4.28,6,8,4.35,6.28
14948,6.5,0,4.74,5,10,3.63,3.12
14949,8.13,71,0.64,8,3,6.3,7.47
14950,6.76,35,2.94,9,5,6.66,6.16
14951,9.8,19,1.5,9,4,6.6,6.15
14952,6.99,36,2.18,4,5,5.1,5.11
14953,8.05,33,5.03,7,5,5.5,5.94
14954,5.87,54,5.51,6,8,4.11,3.88
14955,7.75,10,5.6,8,5,4.68,4.68
14956,7.41,16,4.48,9,5,5.57,6.46
14957,6.92,2,5.05,2,9,3.23,3.41
14958,6.25,67,0.82,6,5,5.8,5.74
14959,6.04,84,1.42,5,5,5.23,6.26
14960,7.42,31,3.58,5,5,5.29,5.45
14961,7.94,12,5.19,4,5,5.02,4.32
14962,6.81,14,3.11,5,7,5.19,6.8
14963,7.43,11,1.28,5,6,5.89,6.6
14964,6.94,7,2.62,5,8,5.27,4.45
14965,7.15,15,2.13,2,8,3.23,4.01
14966,6.7,1,0.55,6,6,5.09,3.37
14967,7.03,96,8.45,8,7,7.09,6.69
14968,11.0,11,6.47,5,4,5.73,6.02
14969,7.47,52,0.5,3,7,5.91,5.12
14970,7.97,26,0.5,6,5,6.06,4.81
14971,7.66,7,2.39,8,4,4.99,6.7
14972,6.61,5,1.02,6,5,6.56,3.69
14973,8.94,109,8.77,5,8,6.43,3.64
14974,6.56,30,2.4,4,6,4.96,5.91
14975,8.58,6,4.72,7,5,6.04,4.27
14976,6.5,1,2.99,6,7,4.87,3.4
14977,5.56,24,1.67,5,6,4.23,3.72
14978,7.55,7,6.09,5,7,5.11,4.52
14979,5.34,5,5.31,6,7,3.92,2.41
14980,7.8,27,3.88,6,7,4.51,4.15
14981,5.21,23,8.76,6,9,3.28,2.89
14982,6.52,13,4.47,4,6,3.1,3.97
14983,4.85,57,3.09,4,9,3.82,5.32
14984,11.0,23,7.83,5,5,5.21,6.61
14985,4.52,45,4.81,7,7,4.2,4.71
14986,7.01,4,7.26,7,7,3.76,4.33
14987,8.71,7,3.92,9,7,4.97,6.2
14988,8.55,2,0.5,4,6,6.53,4.93
14989,8.28,7,0.88,7,7,5.75,6.15
14990,6.52,71,6.17,3,8,4.1,4.39
14991,9.03,66,2.82,7,6,6.11,6.46
14992,8.37,29,4.51,3,9,4.69,4.87
14993,7.32,15,6.27,4,8,4.24,4.34
14994,7.36,30,4.36,7,6,5.32,4.32
14995,6.54,16,2.28,6,5,5.43,4.19
14996,5.64,0,3.98,5,6,4.6,3.55
14997,8.86,14,4.21,3,7,3.13,5.64
14998,8.97,18,3.18,7,6,6.01,6.91
14999,5.67,6,1.23,6,6,4.99,4.67
15000,6.77,5,3.29,7,7,4.84,5.29
15001,6.78,6,3.81,3,7,2.92,3.71
15002,6.95,20,1.11,7,5,5.4,5.9
15003,7.1,3,2.16,5,7,4.6,5.28
15004,8.42,25,2.57,7,5,6.23,6.47
15005,5.88,11,0.5,6,6,5.52,4.36
15006,5.73,9,4.26,4,7,4.62,3.69
15007,8.85,33,4.47,5,4,5.61,6.01
15008,6.31,14,2.91,4,7,4.5,3.59
15009,5.11,10,1.26,5,5,4.37,4.67
15010,6.27,42,4.81,4,7,5.06,4.88
15011,6.5,9,5.09,7,6,5.54,5.15
15012,9.33,39,4.2,4,8,5.74,6.17
15013,8.39,14,4.08,7,4,5.83,6.45
15014,8.72,5,5.19,10,5,7.39,7.43
15015,8.23,19,3.81,6,6,5.89,5.0
15016,8.42,7,2.16,3,5,4.62,5.9
15017,5.97,3,3.86,10,6,5.67,6.38
15018,6.7,2,3.22,7,5,4.74,5.27
15019,5.52,6,3.86,6,7,4.68,4.82
15020,6.68,27,5.77,5,7,4.8,4.65
15021,8.03,36,1.6,4,7,5.06,5.82
15022,7.2,40,4.35,5,6,4.35,5.02
15023,8.97,6,1.49,5,3,6.29,5.65
15024,5.29,22,2.16,5,6,4.65,4.09
15025,7.75,5,7.15,7,7,4.11,5.92
15026,5.13,19,4.91,8,7,5.26,5.31
15027,7.14,44,4.32,6,6,5.18,7.2
15028,8.11,1,0.68,7,6,4.96,5.86
15029,6.68,84,3.53,10,5,7.23,5.75
15030,7.83,35,0.5,4,7,4.5,5.5
15031,5.56,29,4.07,3,8,2.55,3.77
15032,4.5,24,1.51,7,7,4.76,4.85
15033,7.84,29,5.12,5,8,4.29,4.81
15034,9.62,104,4.32,5,7,6.6,6.37
15035,5.51,29,1.57,6,6,5.94,5.41
15036,8.83,9,4.76,8,6,6.81,6.72
15037,7.07,19,8.19,6,6,4.58,4.38
15038,5.0,8,3.59,2,9,2.87,2.69
15039,5.3,70,5.76,7,5,4.0,6.58
15040,7.02,46,0.5,6,8,4.64,6.38
15041,6.39,17,4.94,4,8,4.79,4.27
15042,5.03,30,2.86,3,8,4.44,3.55
15043,4.46,48,3.46,5,6,5.76,2.3
15044,5.73,6,5.19,2,10,2.35,2.85
15045,7.29,17,3.51,3,9,3.96,3.55
15046,6.99,13,0.77,4,6,3.88,3.75
15047,6.25,30,7.05,4,8,4.0,2.88
15048,7.3,10,1.1,8,5,6.79,6.55
15049,8.56,25,2.32,6,7,6.05,4.54
15050,7.59,10,4.26,7,6,5.03,5.12
15051,6.82,2,4.27,6,7,4.68,5.0
15052,8.39,2,4.86,3,8,3.25,5.95
15053,5.56,3,4.27,5,5,3.71,4.34
15054,6.66,1,6.3,6,7,4.78,4.1
15055,6.7,15,4.98,6,7,5.71,5.92
15056,5.14,22,1.63,7,6,4.96,5.38
15057,6.37,3,0.5,8,6,6.71,5.63
15058,3.89,19,4.3,7,8,5.09,3.78
15059,9.87,18,6.93,9,5,7.3,7.89
15060,5.59,3,1.5,7,6,4.93,6.28
15061,9.38,10,1.9,5,5,5.71,7.14
15062,7.06,28,4.71,8,7,4.7,4.91
15063,7.85,0,4.97,4,8,4.1,4.57
15064,6.27,3,6.24,7,5,3.49,4.94
15065,7.31,110,7.28,6,7,5.19,4.96
15066,7.98,26,4.47,4,7,5.03,3.58
15067,8.0,12,2.15,6,8,5.22,4.69
15068,8.16,20,2.21,5,5,6.65,6.61
15069,6.45,37,2.91,3,6,3.4,5.87
15070,6.28,37,6.06,6,7,6.18,4.19
15071,4.61,8,3.0,4,9,3.57,1.0
15072,7.78,14,5.92,6,7,5.47,5.5
15073,8.62,20,0.95,6,4,7.19,7.78
15074,9.42,1,4.57,7,6,6.33,6.29
15075,7.46,58,2.5,2,7,2.59,3.52
15076,5.85,11,5.04,4,9,5.15,3.44
